x,y,z
0.0,0.0,0.0
0.03752845048904419,0.0005641181851907279,0.00023040508529811708
0.11305299478006031,0.0023489292467748103,-0.0012810624187049855
0.226605960283622,0.011194656741609372,-0.005167805494815981
0.374444696858525,0.03702570499319398,-0.011856150328642689
0.5510830901078364,0.08502497726148019,-0.02545210818835749
0.7444341072309695,0.16049969570411443,-0.044457862364625574
0.9444666468578695,0.2573019550294081,-0.06818465685343843
1.1300172450075319,0.3663109891951177,-0.09507056084036156
1.3205460827669238,0.479245306354664,-0.1257893479283721
1.4926707763786728,0.6049130291242495,-0.15926529453197602
1.663294391197807,0.7256566556167225,-0.19505707929759264
1.8390101652432467,0.8612927638012957,-0.23731086152472877
1.9975028356154707,0.9845168282084494,-0.2780748915834418
2.1639702400837253,1.1141917645649493,-0.32471553992855723
2.319810318226098,1.2438583848760645,-0.3724118190812949
2.481020357791056,1.3782219477553141,-0.424552779520007
2.62295492105515,1.501955644157036,-0.47143832829367416
2.775648037331916,1.633576247386104,-0.5218485247382623
2.914149715374327,1.760546879459916,-0.5690480880001436
3.0670475982075134,1.8961882586949526,-0.6206288857225714
3.2035984942297215,2.0256447523745953,-0.6682961081516416
3.3523039477453347,2.1654493151097083,-0.720249461147193
3.490159186462426,2.3042158499965915,-0.7701312598562559
3.637674346044297,2.4485712525885273,-0.823171736185615
3.7721295276135045,2.5847281781220564,-0.8724394974602973
3.917994096815589,2.7288876073307224,-0.9255689957473635
4.051258681874126,2.865622277954754,-0.9751474325772014
4.196371609690167,3.011832774191208,-1.0289817865433328
4.323897410610052,3.1479575972399054,-1.077890090401803
4.4667761381587745,3.2921692245338368,-1.1315130116232721
4.600514197017179,3.433014011492802,-1.1829205018035447
4.743558264458263,3.579654589052497,-1.237503342891984
4.877603779526061,3.723165296354342,-1.2905006520560252
5.0212556325041335,3.8738422178889507,-1.3478161311933092
5.155814497233155,4.016587469111913,-1.402435631692257
5.300057309463522,4.16535179803144,-1.4606481198035293
5.433193663987009,4.304903333675447,-1.5149260726725
5.575797557934637,4.454081914699828,-1.5734693002527507
5.708028536562487,4.59582723821266,-1.6285514825167002
5.849089211059516,4.745202500141384,-1.6874062005678512
5.980351739913893,4.886610746628593,-1.7427832943069046
6.125877358902145,5.038028834367788,-1.8035722935799952
