x,y,z
0.0,0.0,0.0
0.0006822416931390763,0.0005641181851907279,0.00023040508529811708
-0.0062549413811907395,0.00042975447994471545,0.0006325729847506004
-0.0009389756469041742,0.0020465419224571318,0.00033610106098645807
0.0004279495048573744,0.0015885467837192056,0.0003492817618646613
0.018414654876294706,0.00718912409976632,-0.0017686899231808028
0.042758412551237794,0.014597317277862388,-0.00504307547771702
0.07873418766510971,0.03070919296563996,-0.011408046408466616
0.13836280664397987,0.06583181140891353,-0.024433089638405025
0.22463924502158727,0.12818649775698537,-0.04726532369271231
0.33090362860687483,0.22138434371150167,-0.08032642233875875
0.45314207983081684,0.33854663477356833,-0.12204087485282088
0.5690652542346405,0.4639577036169056,-0.16302156960353076
0.6817522052982488,0.5950120497840675,-0.20697059749663757
0.7942924554180866,0.7315071458339629,-0.2512478474547528
0.9055393057110735,0.8725486802932517,-0.29748292173507074
1.0172748719395392,1.0175645926680834,-0.34468941536010733
1.128723002730769,1.166262094530187,-0.3935201722730838
1.2386388791008878,1.3158551169467883,-0.4431629031202048
1.3502256225726634,1.4664028150950787,-0.4933717095381812
1.4596916896950178,1.6153890305493535,-0.5429928034335915
1.5717261742956818,1.7656385024979162,-0.5942959349431812
1.686719518274938,1.9185853797052932,-0.6459525508144089
1.8019360730547027,2.0716304640918954,-0.6977982690648062
1.9190493097639783,2.2229626415287336,-0.7497063871840709
2.0378504046320356,2.3733134930708752,-0.8015585338312063
2.1599922445356254,2.524176036659632,-0.8547271706054567
2.2834199781762137,2.6743590513724946,-0.907745847367105
2.408724035698451,2.8243906897594155,-0.9621226674721751
2.5380537138177734,2.976736990230251,-1.016973434506853
2.6670815436278508,3.1285653862253318,-1.0719986079526678
2.7980041154184385,3.2789388876204253,-1.127730398396882
2.929368200283682,3.428281428856264,-1.1836073950055184
3.061063316835204,3.5761159391128015,-1.2398826582928215
3.1959517706515,3.726241592805122,-1.2968491032676663
3.3326068031051777,3.877122348966601,-1.3541622675535319
3.4739480802390643,4.028008836552108,-1.4128598755475412
3.616622273631522,4.1769055153433,-1.4714466987428378
3.759903357886622,4.321300856637809,-1.5303661510254356
3.905197828487636,4.466879691541688,-1.5890742799630977
4.051336294637418,4.60984731295237,-1.6477766022344298
4.197961814949869,4.750127761442442,-1.707152828093925
4.34482633175317,4.888523115559893,-1.7656999880207815
4.488696467765833,5.022864238182759,-1.8232265769203193
4.63178549872978,5.155797286964995,-1.8803072812962947
4.77241611900711,5.286814601077516,-1.9367851156553888
4.913139289221317,5.417075178263872,-1.9934214355136712
5.050511849406668,5.543773922279532,-2.048353390755037
5.186218415731461,5.669137544445552,-2.103653848998275
5.323547552073719,5.796019796097698,-2.1588587547850926
5.460797792688409,5.922358557527682,-2.2154203858125823
5.59600806950927,6.049648851561278,-2.2715466616041846
5.729922699830309,6.1772212737560075,-2.3273300624158013
5.863460892804605,6.307504287657312,-2.3835087830669415
5.997746442580851,6.440305399817868,-2.4396306519413637
6.130191608467132,6.575523123815382,-2.496281816531856
6.2633280810215215,6.714290327779056,-2.552838621031436
6.395294315242919,6.851109834928777,-2.609027818254147
6.526751796205775,6.990859643991591,-2.665512117113471
6.658431642586853,7.132194889579049,-2.7219292436356413
6.787918315611389,7.274975002537208,-2.7782820056073834
6.89069655657851,7.390195503681636,-2.8232080837481948
6.962639340818631,7.482090643505229,-2.8574230045276305
7.015241760549908,7.540927287804129,-2.8786957293020485
7.043573741456736,7.568619083716919,-2.8910827530855983
7.047190069994448,7.574532437783247,-2.8944047709491194
7.0184148376200275,7.559905705967842,-2.8858298988574314
7.012822626114239,7.558350746794861,-2.8847287106940627
7.029124440742339,7.5686855090784055,-2.891175523286452
7.052593843348399,7.582974752145277,-2.900033913670478
7.103268741342037,7.622919590186102,-2.9203844058335697
7.180014696863838,7.689516690855533,-2.9517295560946755
7.283142711462642,7.779375124088193,-2.991502081923244
7.420315035217254,7.883586909171111,-3.0359637811926072
7.58609306842453,7.979916367459772,-3.088427924847508
7.757073261510477,8.07403168871325,-3.146161739440141
7.923464298880843,8.17571793950222,-3.202947121764172
8.053507037946586,8.262941867989943,-3.24843640642969
8.175362276765554,8.361147948434374,-3.2929144263222834
8.306891102985265,8.460430197346726,-3.3337800654308287
8.467034554546466,8.555386876953033,-3.378667760744439
8.651885139709794,8.641505609413201,-3.4239110749007016
8.861934223530982,8.712403555016703,-3.470054556459611
9.039038329360654,8.761464894747132,-3.505109823731897
9.181904147675036,8.784897031876191,-3.5277895070580514
9.351482479061874,8.789108972530556,-3.5510862102854754
9.533532731865547,8.790480476256167,-3.577935179789179
9.71845263629803,8.79913618972355,-3.6079352138323095
9.863254208032794,8.816958706281829,-3.630648856725893
9.986248916889982,8.852282367335004,-3.6484471909624068
10.129994537971648,8.893999733162632,-3.6631911069139766
10.307714981091264,8.936078179319088,-3.680274350305414
10.448670923357506,8.95833867270505,-3.6927160908798644
10.551564512289463,8.970724574354103,-3.6995697700031083
10.632002019455825,8.964557059795103,-3.703715746680178
10.674469556928148,8.959827190179341,-3.7053695852033894
10.686422216001887,8.95907117286067,-3.706052441829882
10.689734815304432,8.958508989891703,-3.705825504258491
10.688439922028886,8.958224501063984,-3.7051314516697955
10.726397183817348,8.961243109818918,-3.7112904828437685
10.802819684291233,8.96712298795964,-3.7245850880005698
10.91719442898721,8.975244887804289,-3.745375871665901
11.046891712699402,8.97770323440658,-3.768082037225328
11.156985477612107,8.970019588258836,-3.7849003005875814
11.24752244771971,8.965630536767806,-3.8004203780798584
11.304646348236114,8.963193232807132,-3.810890427626428
11.399045972085462,8.966985985866373,-3.831706119851384
11.498086006261406,8.97448210063917,-3.8534309896888788
11.559055898030815,8.981200902515164,-3.864983728129593
11.590515214000355,8.976948810789972,-3.8707263579683424
11.598648683693586,8.975745259727773,-3.8721527368803033
11.617560048444037,8.973899495682804,-3.8766306619990467
11.62401435165587,8.971773609387732,-3.87765598371777
11.668382773512006,8.972471773140501,-3.8909979943646777
11.75010884106674,8.974321775256044,-3.916428369365245
11.864117137101024,8.97634505716808,-3.951419264732608
11.94083165505035,8.982554022498025,-3.9738187063133346
11.991965462679985,8.980965160855208,-3.9870132977613877
12.010270023332826,8.976887710937099,-3.9929439662051824
12.025750766862537,8.972244710008713,-3.997434669510275
12.048307374880094,8.96724076580817,-4.004877606503253
12.063868874106207,8.9633843784182,-4.0098832153815
12.07948856519736,8.96049544534413,-4.015478246533061
12.081202299234043,8.95859704830533,-4.015497514478585
12.070864251427674,8.957552408240211,-4.010724462739331
12.097166962821827,8.959557919977378,-4.021810814419737
12.159068514619204,8.96291228941167,-4.049313275542713
12.256043074357006,8.967862591101422,-4.093698649373943
12.317323542102418,8.97409334895178,-4.121879185374417
12.351537518773332,8.972819424912544,-4.135428346798717
12.35309945108715,8.971919536759433,-4.136262020874332
12.358601055474391,8.96967410895317,-4.138599768199453
12.371146354936206,8.96659435818565,-4.144363919298201
12.368678145772128,8.965070302828513,-4.142717666977642
12.359030818994492,8.96460212428458,-4.1375712821934885
12.33671097482464,8.963269573115992,-4.125988823992766
12.34950410524449,8.968015956751842,-4.132265989186033
12.396207147352413,8.975916264084367,-4.156739803321445
12.476354389547707,8.991308650112588,-4.199870820217825
12.59030493029332,9.008246189963343,-4.261348419355549
12.67001425072054,9.019987985930337,-4.304882088349132
12.725168450622522,9.018665409305674,-4.332114482537313
12.747223741030542,9.014714060599236,-4.342846641295871
12.746622251157792,9.013017435163636,-4.34211174802588
12.737955557422222,9.01338002761814,-4.337483631321723
12.726016074897403,9.013950505630728,-4.3310954145511245
12.70034162190307,9.013135132677428,-4.3172706257820685
12.709302644139239,9.017885803170655,-4.322243459502357
12.75299498330357,9.025120159909987,-4.346826954224811
