x,y,z
0.0,0.0,0.0
0.03960625648498536,0.0005641181851907279,0.00023040508529811708
0.11594598330517797,0.0021806953378296122,-0.0015718532426380162
0.2247857213229137,0.010009831333329916,-0.00687957375871289
0.35096766224954035,0.029885460111936903,-0.015271727619073788
0.4966051286052938,0.06735769460903236,-0.0305455113271626
0.6530991651372011,0.11427257521668553,-0.04989853627506276
0.8131578781121649,0.1774408463580409,-0.07599155597843257
0.9727054434309292,0.24589639332847657,-0.10473526569850991
1.1244386500299006,0.3237010664866533,-0.13709734816026706
1.2688700348382318,0.39975883540811646,-0.16831764390638168
1.4076365467286949,0.48565963618928415,-0.2026016093038569
1.5487039645090948,0.5774496473191135,-0.2378252994572124
1.6911106622127088,0.6759785016907296,-0.27373366187667475
1.8242108764333151,0.7794017157022016,-0.3084683645096766
1.9583286836570635,0.8836218143131793,-0.34480388305367915
2.0927811467881368,0.9953337025965279,-0.3832877609092761
2.2232304968324867,1.105469046192448,-0.4216021381427271
2.3565296852164317,1.2207008060979436,-0.46308519946050664
2.4857764995641345,1.3353746646805316,-0.5043370132733285
2.615049555109324,1.4506485050706441,-0.547346858799012
2.748282527866215,1.5715584413938972,-0.5933194029206974
2.8806053986333144,1.6965440308033317,-0.6397447579693076
3.0100513094312378,1.8191695486052428,-0.6858594643728508
3.143577276997759,1.944591836872273,-0.7333718581718046
3.27384632624665,2.0703691983932737,-0.7817979225288884
3.406016619875376,2.198518475146663,-0.8317997188275226
3.5394392557566676,2.3282562460335594,-0.882368103370347
3.6736495104958977,2.4605156589445163,-0.9344166584337353
3.809700832233028,2.5951090981094977,-0.9883263989432793
3.9454533862191856,2.72945563911275,-1.04363446095449
4.0848502226390355,2.86640794076508,-1.1008076571693437
4.223471345035806,3.0001635371937163,-1.1581657311433262
4.362817556790195,3.1356191373545883,-1.2179381859227127
4.501419897778234,3.2716058987823886,-1.2788976886611596
4.641382595967292,3.4086190662597367,-1.3406423182093345
4.779976099229474,3.5456755483506477,-1.4025127557298636
4.918952197748813,3.686721610641552,-1.4660051888445447
5.059901586165492,3.826604298441604,-1.5301442127111073
5.199312114959556,3.9684518285994157,-1.5952122521795895
5.3388950575640495,4.110685409922431,-1.660297881418692
5.476461972411288,4.253320227812154,-1.7254851460558644
5.611842430259298,4.3924894958113985,-1.7889988236720873
5.742831340817656,4.530685193226442,-1.8524430678177122
5.873677503934079,4.66920678192774,-1.9165908660369029
6.006427232208724,4.808972221827162,-1.982522552873515
6.138590803625833,4.94876834756252,-2.047903585052924
6.271257725255496,5.088071640296953,-2.1128938172112397
6.4021440320427105,5.226756100804826,-2.1770647641361776
6.528994132031828,5.366298640111336,-2.2410162401811946
6.658435667855994,5.505572789883074,-2.306558855864126
6.7824339061414225,5.643014229968938,-2.370201900310436
6.905751822388257,5.779889631948678,-2.4335538630637283
7.028358443828236,5.915613111581715,-2.498020135930497
7.151060184338249,6.050495711120687,-2.5624073234581863
7.272548601021712,6.184821436995995,-2.6262028964736097
7.392819837913,6.3178187867077185,-2.6897030963116215
7.513008324286417,6.449796085834725,-2.7525824262223377
7.630328652577379,6.578227821478813,-2.8130865668657172
7.748617139374751,6.709327916497429,-2.8735738674791795
7.867661274877758,6.83542005081152,-2.932413004057391
7.983748919024265,6.959575126269814,-2.989706552173665
8.103221779456403,7.088265124952827,-3.0469080301505205
8.218054295366716,7.214013461131623,-3.1015024075483777
8.33918300135077,7.34078790640538,-3.1560443631042343
8.45842489487287,7.471243432758486,-3.2111509284323696
8.577232897367953,7.6002050596756145,-3.2630771598405937
8.690259615081358,7.7283589989266765,-3.313773399580141
8.80410482568493,7.855691269687815,-3.3630957577126614
8.919248356903852,7.986364663958391,-3.4137510811376433
9.033436065040409,8.116917883894061,-3.463885069731348
9.14965187246875,8.25107280472078,-3.5142633298302424
9.263015253786568,8.384051176792708,-3.562502264349706
9.375079039344978,8.519117765119828,-3.6110191498864284
9.49075629719305,8.6579058023269,-3.659775874868803
9.607462096613062,8.800164994789737,-3.7078140158988586
9.721088761543621,8.94193677866718,-3.7538407934596623
9.835613195490991,9.086383141925886,-3.8000911729913422
9.95063541345493,9.23289315530105,-3.846256507544955
10.066741497177368,9.38386617474034,-3.893345300702622
10.182950676133155,9.535205238012743,-3.939901813141419
10.299836770231755,9.689587220429932,-3.986228225834474
10.411449870523217,9.844798911591061,-4.032454375459893
10.519952083574152,9.995201032094291,-4.076972078198024
10.630778058431451,10.144372823566144,-4.121633538674935
10.741605611410003,10.296426956453683,-4.16794099697796
10.850084330250656,10.449551471132018,-4.213677965158254
10.959005257836228,10.604495910989645,-4.259455718966829
11.069859262141815,10.7581784158805,-4.304032211496529
11.17758677140303,10.912091475503162,-4.349423056339057
11.288787630115047,11.07042947433356,-4.396150406853803
11.398331582938196,11.229733742642392,-4.442744983297638
11.507708045568776,11.387509433484647,-4.489648248030157
11.616407650443504,11.542514884215644,-4.536227868148234
11.72582585841943,11.700363402880761,-4.583043409760727
11.831334710072385,11.859457195636354,-4.62942990465389
11.936843341699953,12.02019582914638,-4.676374343505212
12.039860363213684,12.179167622353086,-4.7226317364308175
12.141722621762069,12.33807722496591,-4.768865755090541
12.242045274512991,12.496765007102008,-4.814864346656168
12.345400243580187,12.658123381778244,-4.8625516874360555
12.443626066446946,12.816082608059803,-4.908602315615207
12.542308288084968,12.97401935392903,-4.955119116119189
12.642903748917785,13.133235011538964,-5.002868535371814
12.744466220755719,13.295099192366942,-5.051341373691082
12.84654638892691,13.458020746123093,-5.099156943742522
12.94562042384634,13.620120254928212,-5.146626347021924
13.046850832226292,13.780595014816887,-5.193848621625684
13.144224699804374,13.935858923261257,-5.240876241381783
13.242129186792491,14.091552362585281,-5.289131995083928
13.337391710647033,14.24674851347944,-5.336323502454572
13.43003601670863,14.397052304740543,-5.382853277263842
13.524963834449485,14.546571846070249,-5.428957386687972
13.62084827962087,14.700087757818471,-5.4760914126048075
13.722181982597768,14.857978709797589,-5.5244496781215
13.81884212007217,15.018011616562541,-5.573509880690549
13.914346088468184,15.17384765304019,-5.62111128903484
14.009211403752014,15.324707920741051,-5.668568382978882
14.102672773207816,15.477137448553211,-5.71619902110931
14.198225467852856,15.627478120241102,-5.763035703456231
14.29329157805637,15.779078675452364,-5.810714128223269
14.395381346718047,15.937924126310534,-5.860182406611907
14.50795304430063,16.102958506677492,-5.91276550734471
14.606437852440857,16.271809625316926,-5.964714463489266
14.680298103515057,16.42903677786688,-6.0126888177775655
14.747018422237494,16.602791158351124,-6.069037119270911
14.804842725004711,16.768756772149867,-6.127128607845814
14.850128375303148,16.92414571099146,-6.181832106333055
14.882716251160229,17.086283849403507,-6.243679244554319
14.912538642528876,17.210076483432854,-6.292716650245783
14.94216926711271,17.296034608132015,-6.326760493363793
14.959690994201416,17.347976000982122,-6.34434566759459
14.966935526668006,17.43477235269236,-6.36901665876728
14.967714558707089,17.559149558629453,-6.400579551171882
14.955104884313762,17.69027608031754,-6.4323957041802
14.931446759687473,17.851831208297614,-6.473647055023308
14.904923589842992,18.03850613219209,-6.524612808398746
14.892346334463255,18.22631584812031,-6.574481783408112
14.874639675669675,18.402134524986522,-6.620654683759267
14.844992298733096,18.561190287827053,-6.666044668500888
14.804211816191271,18.737809888213786,-6.722596346583882
14.771192065785604,18.90893088835603,-6.780117202873108
14.730118035654508,19.06174329360164,-6.832717639693816
14.675048384111156,19.235417494680128,-6.90013539186525
14.618089627119167,19.40113054860643,-6.965754271034946
14.581589303990956,19.567570841289676,-7.027382596183495
14.543060393531736,19.718507324982884,-7.084931758525499
14.486786970532643,19.888310804986272,-7.159561110332999
14.431580821455537,20.034560558337898,-7.223892410765226
14.38631309156219,20.212725405839794,-7.297935479035129
14.35279124868106,20.371847438431004,-7.365313626407363
14.309956559444986,20.5038042336362,-7.42431566031992
14.287602792260804,20.603984612551365,-7.470460148809403
14.2381361938216,20.726642374063314,-7.527998855400637
14.174935737332913,20.855187506649056,-7.5848318503573395
14.084400612047721,20.992609712392333,-7.651055046703504
13.995928788610442,21.132206796616433,-7.722375501787054
13.903488556195603,21.26481640916646,-7.794456516072182
13.80735611046921,21.401782245823426,-7.875812519610873
13.725274913703512,21.517148607747714,-7.944758045548946
13.651089597892804,21.59501182211329,-7.997612178212115
13.564292377669794,21.698421530276413,-8.069520018104127
13.499486047129363,21.79360511814167,-8.13020679448365
13.41678694653918,21.911853211327816,-8.203667798208746
13.3372074384373,22.01039821813378,-8.265567214674132
13.272338885954316,22.07408073170671,-8.309461230939753
13.191195038301805,22.164219468949216,-8.373997317749103
13.10251114495782,22.28462856428601,-8.45214248581627
13.020612919076367,22.401275827546563,-8.524699958542882
12.919228199189767,22.518475225612267,-8.603774951817371
12.813533794722453,22.63874033482675,-8.691052602820116
12.705045404300806,22.759183912551187,-8.780216566936543
12.615440288810287,22.859727052614428,-8.854317458745106
12.541500096273893,22.926322696585945,-8.910141330265706
12.493530186736052,22.97156411696237,-8.945040349017924
12.44196347365584,23.04752472284854,-8.996286792707483
12.413363505533193,23.095513998930755,-9.029457251913339
12.374697927237085,23.17071207517714,-9.07404203782048
12.316064743353847,23.272437167749704,-9.131598471848012
12.248896457010632,23.36620080619336,-9.18626306403634
12.197640443745836,23.42769001706893,-9.222093752213032
12.131191408399669,23.51804084527998,-9.274735432175971
12.057337004254162,23.641760477413985,-9.339250025492067
11.98282508408769,23.771589866019262,-9.40505481169137
11.918962783849508,23.865166222493404,-9.453423654014838
11.866822858252757,23.930249228810368,-9.490009284238544
11.804986350266086,24.031287557645904,-9.53706937757884
11.745897488033982,24.14411763460997,-9.590032474953606
11.716827988396462,24.22742565906153,-9.630032144011864
11.693112474616258,24.304946111614175,-9.6652566331749
11.651716463420609,24.412862639298194,-9.709071880396525
11.588292404656713,24.541313706049817,-9.760998107036414
11.521882862303398,24.67130406318354,-9.8105864480757
11.452010607988846,24.78366313487488,-9.854120179763346
11.391510491819057,24.886258686556175,-9.888682667181017
11.351269482919227,24.971427150913843,-9.91556302731853
11.33005344650304,25.023648773298316,-9.928824762340428
11.32426680888721,25.03924702953326,-9.933988117570586
11.32491085531137,25.01630739058852,-9.93054885376329
